time,ambient_light,scattered_light,dt,NTU
1674681259,12,2824,25-01-2023 21:14:19.0000,NaN
1674682159,12,2830,25-01-2023 21:29:19.0000,NaN
1674683059,12,2821,25-01-2023 21:44:19.0000,NaN
1674683959,12,2817,25-01-2023 21:59:19.0000,NaN
1674684859,13,2827,25-01-2023 22:14:19.0000,NaN
1674685759,12,2818,25-01-2023 22:29:19.0000,NaN
1674686659,12,2825,25-01-2023 22:44:19.0000,NaN
1674687559,12,2818,25-01-2023 22:59:19.0000,NaN
1674688459,12,2823,25-01-2023 23:14:19.0000,NaN
1674689359,12,2845,25-01-2023 23:29:19.0000,NaN
1674690259,12,2825,25-01-2023 23:44:19.0000,NaN
1674691159,12,2815,25-01-2023 23:59:19.0000,NaN
1674692059,11,2817,26-01-2023 00:14:19.0000,NaN
1674692959,12,2819,26-01-2023 00:29:19.0000,NaN
1674693859,12,2824,26-01-2023 00:44:19.0000,NaN
1674694759,12,2824,26-01-2023 00:59:19.0000,NaN
1674695659,12,2815,26-01-2023 01:14:19.0000,NaN
1674696559,12,2825,26-01-2023 01:29:19.0000,NaN
1674697459,12,2822,26-01-2023 01:44:19.0000,NaN
1674698359,11,2823,26-01-2023 01:59:19.0000,NaN
1674699259,12,2828,26-01-2023 02:14:19.0000,NaN
1674700159,12,2824,26-01-2023 02:29:19.0000,NaN
1674701059,12,2820,26-01-2023 02:44:19.0000,NaN
1674701959,11,2820,26-01-2023 02:59:19.0000,NaN
1674702859,13,2817,26-01-2023 03:14:19.0000,NaN
1674703759,13,2820,26-01-2023 03:29:19.0000,NaN
1674704659,13,2824,26-01-2023 03:44:19.0000,NaN
1674705559,12,2860,26-01-2023 03:59:19.0000,NaN
1674706459,12,2820,26-01-2023 04:14:19.0000,NaN
1674707359,12,2826,26-01-2023 04:29:19.0000,NaN
1674708259,12,2823,26-01-2023 04:44:19.0000,NaN
1674709159,12,2822,26-01-2023 04:59:19.0000,NaN
1674710059,12,2823,26-01-2023 05:14:19.0000,NaN
1674710959,12,2826,26-01-2023 05:29:19.0000,NaN
1674711859,12,2823,26-01-2023 05:44:19.0000,NaN
1674712759,12,2821,26-01-2023 05:59:19.0000,NaN
1674713659,12,2829,26-01-2023 06:14:19.0000,NaN
1674714559,12,2831,26-01-2023 06:29:19.0000,NaN
1674715459,12,2823,26-01-2023 06:44:19.0000,NaN
1674716359,12,2824,26-01-2023 06:59:19.0000,NaN
1674717259,12,2825,26-01-2023 07:14:19.0000,NaN
1674718159,12,2822,26-01-2023 07:29:19.0000,NaN
1674719059,12,2822,26-01-2023 07:44:19.0000,NaN
1674719959,12,2818,26-01-2023 07:59:19.0000,NaN
1674720859,12,2830,26-01-2023 08:14:19.0000,NaN
1674721759,12,2826,26-01-2023 08:29:19.0000,NaN
1674722659,11,2821,26-01-2023 08:44:19.0000,NaN
1674723559,11,2825,26-01-2023 08:59:19.0000,NaN
1674724459,12,2870,26-01-2023 09:14:19.0000,NaN
1674725359,11,2818,26-01-2023 09:29:19.0000,NaN
1674726259,13,2823,26-01-2023 09:44:19.0000,NaN
1674727159,13,2819,26-01-2023 09:59:19.0000,NaN
1674728059,13,2822,26-01-2023 10:14:19.0000,NaN
1674728959,13,2824,26-01-2023 10:29:19.0000,NaN
1674729859,13,2829,26-01-2023 10:44:19.0000,NaN
1674730759,15,2821,26-01-2023 10:59:19.0000,NaN
1674731659,17,2822,26-01-2023 11:14:19.0000,NaN
1674732559,19,2832,26-01-2023 11:29:19.0000,NaN
1674733459,19,2823,26-01-2023 11:44:19.0000,NaN
1674734359,18,2827,26-01-2023 11:59:19.0000,NaN
1674735259,20,2826,26-01-2023 12:14:19.0000,NaN
1674736159,19,2825,26-01-2023 12:29:19.0000,NaN
1674737059,19,2825,26-01-2023 12:44:19.0000,NaN
1674737959,19,2822,26-01-2023 12:59:19.0000,NaN
1674738859,18,2821,26-01-2023 13:14:19.0000,NaN
1674739759,19,2825,26-01-2023 13:29:19.0000,NaN
1674740659,19,2822,26-01-2023 13:44:19.0000,NaN
1674741559,19,2825,26-01-2023 13:59:19.0000,NaN
1674742459,18,2822,26-01-2023 14:14:19.0000,NaN
1674743359,19,2823,26-01-2023 14:29:19.0000,NaN
1674744259,18,2823,26-01-2023 14:44:19.0000,NaN
1674745159,17,2831,26-01-2023 14:59:19.0000,NaN
1674746059,16,2821,26-01-2023 15:14:19.0000,NaN
1674746959,15,2829,26-01-2023 15:29:19.0000,NaN
1674747859,16,2823,26-01-2023 15:44:19.0000,NaN
1674748759,14,2825,26-01-2023 15:59:19.0000,NaN
1674749659,12,2832,26-01-2023 16:14:19.0000,NaN
1674750559,13,2822,26-01-2023 16:29:19.0000,NaN
1674751459,12,2815,26-01-2023 16:44:19.0000,NaN
1674752359,13,2829,26-01-2023 16:59:19.0000,NaN
1674753259,11,2825,26-01-2023 17:14:19.0000,NaN
1674754159,12,2819,26-01-2023 17:29:19.0000,NaN
1674755059,12,2826,26-01-2023 17:44:19.0000,NaN
1674755959,12,2826,26-01-2023 17:59:19.0000,NaN
1674756859,12,2827,26-01-2023 18:14:19.0000,NaN
1674757759,12,2828,26-01-2023 18:29:19.0000,NaN
1674758659,12,2821,26-01-2023 18:44:19.0000,NaN
1674759559,12,2825,26-01-2023 18:59:19.0000,NaN
1674760459,11,2820,26-01-2023 19:14:19.0000,NaN
1674761359,11,2825,26-01-2023 19:29:19.0000,NaN
1674762259,11,2825,26-01-2023 19:44:19.0000,NaN
1674763159,12,2825,26-01-2023 19:59:19.0000,NaN
1674764059,11,2824,26-01-2023 20:14:19.0000,NaN
1674764959,11,2820,26-01-2023 20:29:19.0000,NaN
1674765859,11,2827,26-01-2023 20:44:19.0000,NaN
1674766759,12,2832,26-01-2023 20:59:19.0000,NaN
1674767659,12,2821,26-01-2023 21:14:19.0000,NaN
1674768559,11,2828,26-01-2023 21:29:19.0000,NaN
1674769459,12,2830,26-01-2023 21:44:19.0000,NaN
1674770359,12,2821,26-01-2023 21:59:19.0000,NaN
1674771259,12,2820,26-01-2023 22:14:19.0000,NaN
1674772159,12,2823,26-01-2023 22:29:19.0000,NaN
1674773059,11,2831,26-01-2023 22:44:19.0000,NaN
1674773959,12,2826,26-01-2023 22:59:19.0000,NaN
1674774859,12,2819,26-01-2023 23:14:19.0000,NaN
1674775759,12,2820,26-01-2023 23:29:19.0000,NaN
1674776659,12,2823,26-01-2023 23:44:19.0000,NaN
1674777559,11,2823,26-01-2023 23:59:19.0000,NaN
1674778459,13,2818,27-01-2023 00:14:19.0000,NaN
1674779359,11,2828,27-01-2023 00:29:19.0000,NaN
1674780259,11,2825,27-01-2023 00:44:19.0000,NaN
1674781159,11,2825,27-01-2023 00:59:19.0000,NaN
1674782059,12,2828,27-01-2023 01:14:19.0000,NaN
1674782959,12,2822,27-01-2023 01:29:19.0000,NaN
1674783859,13,2819,27-01-2023 01:44:19.0000,NaN
1674784759,12,2819,27-01-2023 01:59:19.0000,NaN
1674785659,12,2821,27-01-2023 02:14:19.0000,NaN
1674786559,12,2823,27-01-2023 02:29:19.0000,NaN
1674787459,11,2818,27-01-2023 02:44:19.0000,NaN
1674788359,12,2827,27-01-2023 02:59:19.0000,NaN
1674789259,13,2822,27-01-2023 03:14:19.0000,NaN
1674790159,12,2819,27-01-2023 03:29:19.0000,NaN
1674791059,12,2825,27-01-2023 03:44:19.0000,NaN
1674791959,12,2817,27-01-2023 03:59:19.0000,NaN
1674792859,12,2828,27-01-2023 04:14:19.0000,NaN
1674793759,12,2827,27-01-2023 04:29:19.0000,NaN
1674794659,10,2820,27-01-2023 04:44:19.0000,NaN
1674795559,12,2818,27-01-2023 04:59:19.0000,NaN
1674796459,12,2822,27-01-2023 05:14:19.0000,NaN
1674797359,12,2829,27-01-2023 05:29:19.0000,NaN
1674798259,11,2816,27-01-2023 05:44:19.0000,NaN
1674799159,12,2816,27-01-2023 05:59:19.0000,NaN
1674800059,12,2815,27-01-2023 06:14:19.0000,NaN
1674800959,12,2822,27-01-2023 06:29:19.0000,NaN
1674801859,12,2826,27-01-2023 06:44:19.0000,NaN
1674802759,12,2820,27-01-2023 06:59:19.0000,NaN
1674803659,12,2823,27-01-2023 07:14:19.0000,NaN
1674804559,11,2823,27-01-2023 07:29:19.0000,NaN
1674805459,12,2823,27-01-2023 07:44:19.0000,NaN
1674806359,12,2822,27-01-2023 07:59:19.0000,NaN
1674807259,12,2821,27-01-2023 08:14:19.0000,NaN
1674808159,12,2823,27-01-2023 08:29:19.0000,NaN
1674809059,13,2822,27-01-2023 08:44:19.0000,NaN
1674809959,12,2828,27-01-2023 08:59:19.0000,NaN
1674810859,11,2822,27-01-2023 09:14:19.0000,NaN
1674811759,13,2811,27-01-2023 09:29:19.0000,NaN
1674812659,12,2821,27-01-2023 09:44:19.0000,NaN
1674813559,12,2825,27-01-2023 09:59:19.0000,NaN
1674814459,14,2827,27-01-2023 10:14:19.0000,NaN
1674815359,14,2824,27-01-2023 10:29:19.0000,NaN
1674816259,16,2820,27-01-2023 10:44:19.0000,NaN
1674817159,16,2821,27-01-2023 10:59:19.0000,NaN
1674818059,19,2823,27-01-2023 11:14:19.0000,NaN
1674818959,21,2824,27-01-2023 11:29:19.0000,NaN
1674819859,21,2819,27-01-2023 11:44:19.0000,NaN
1674820759,21,2824,27-01-2023 11:59:19.0000,NaN
1674821659,23,2830,27-01-2023 12:14:19.0000,NaN
1674822559,25,2826,27-01-2023 12:29:19.0000,NaN
1674823459,24,2828,27-01-2023 12:44:19.0000,NaN
1674824359,25,2820,27-01-2023 12:59:19.0000,NaN
1674825259,24,2828,27-01-2023 13:14:19.0000,NaN
1674826159,23,2816,27-01-2023 13:29:19.0000,NaN
1674827059,25,2829,27-01-2023 13:44:19.0000,NaN
1674827959,23,2823,27-01-2023 13:59:19.0000,NaN
1674828859,22,2822,27-01-2023 14:14:19.0000,NaN
1674829759,22,2823,27-01-2023 14:29:19.0000,NaN
1674830659,19,2833,27-01-2023 14:44:19.0000,NaN
1674831559,17,2827,27-01-2023 14:59:19.0000,NaN
1674832459,16,2818,27-01-2023 15:14:19.0000,NaN
1674833359,15,2825,27-01-2023 15:29:19.0000,NaN
1674834259,15,2828,27-01-2023 15:44:19.0000,NaN
1674835159,13,2821,27-01-2023 15:59:19.0000,NaN
1674836059,12,2823,27-01-2023 16:14:19.0000,NaN
1674836959,12,2826,27-01-2023 16:29:19.0000,NaN
1674837859,12,2824,27-01-2023 16:44:19.0000,NaN
1674838759,12,2826,27-01-2023 16:59:19.0000,NaN
1674839659,12,2820,27-01-2023 17:14:19.0000,NaN
1674840559,12,2816,27-01-2023 17:29:19.0000,NaN
1674841459,12,2825,27-01-2023 17:44:19.0000,NaN
1674842359,12,2818,27-01-2023 17:59:19.0000,NaN
1674843259,12,2819,27-01-2023 18:14:19.0000,NaN
1674844159,12,2825,27-01-2023 18:29:19.0000,NaN
1674845059,12,2820,27-01-2023 18:44:19.0000,NaN
1674845959,12,2827,27-01-2023 18:59:19.0000,NaN
1674846859,12,2820,27-01-2023 19:14:19.0000,NaN
1674847759,11,2823,27-01-2023 19:29:19.0000,NaN
1674848659,12,2827,27-01-2023 19:44:19.0000,NaN
1674849559,11,2824,27-01-2023 19:59:19.0000,NaN
1674850459,11,2824,27-01-2023 20:14:19.0000,NaN
1674851359,12,2822,27-01-2023 20:29:19.0000,NaN
1674852259,13,2817,27-01-2023 20:44:19.0000,NaN
1674853159,12,2826,27-01-2023 20:59:19.0000,NaN
1674854059,11,2816,27-01-2023 21:14:19.0000,NaN
1674854959,12,2817,27-01-2023 21:29:19.0000,NaN
1674855859,12,2824,27-01-2023 21:44:19.0000,NaN
1674856759,12,2824,27-01-2023 21:59:19.0000,NaN
1674857659,12,2822,27-01-2023 22:14:19.0000,NaN
1674858559,12,2828,27-01-2023 22:29:19.0000,NaN
1674859459,12,2825,27-01-2023 22:44:19.0000,NaN
1674860359,12,2822,27-01-2023 22:59:19.0000,NaN
1674861259,12,2822,27-01-2023 23:14:19.0000,NaN
1674862159,12,2818,27-01-2023 23:29:19.0000,NaN
1674863059,12,2819,27-01-2023 23:44:19.0000,NaN
1674863959,11,2822,27-01-2023 23:59:19.0000,NaN
1674864859,12,2819,28-01-2023 00:14:19.0000,NaN
1674865759,13,2829,28-01-2023 00:29:19.0000,NaN
1674866659,12,2818,28-01-2023 00:44:19.0000,NaN
1674867559,12,2823,28-01-2023 00:59:19.0000,NaN
1674868459,12,2819,28-01-2023 01:14:19.0000,NaN
1674869359,11,2822,28-01-2023 01:29:19.0000,NaN
1674870259,11,2822,28-01-2023 01:44:19.0000,NaN
1674871159,12,2824,28-01-2023 01:59:19.0000,NaN
1674872059,11,2817,28-01-2023 02:14:19.0000,NaN
1674872959,12,2821,28-01-2023 02:29:19.0000,NaN
1674873859,12,2827,28-01-2023 02:44:19.0000,NaN
1674874759,13,2828,28-01-2023 02:59:19.0000,NaN
1674875659,12,2824,28-01-2023 03:14:19.0000,NaN
1674876559,12,2822,28-01-2023 03:29:19.0000,NaN
1674877459,12,2820,28-01-2023 03:44:19.0000,NaN
1674878359,12,2823,28-01-2023 03:59:19.0000,NaN
1674879259,12,2823,28-01-2023 04:14:19.0000,NaN
1674880159,12,2820,28-01-2023 04:29:19.0000,NaN
1674881059,12,2827,28-01-2023 04:44:19.0000,NaN
1674881959,13,2819,28-01-2023 04:59:19.0000,NaN
1674882859,12,2822,28-01-2023 05:14:19.0000,NaN
1674883759,11,2817,28-01-2023 05:29:19.0000,NaN
1674884659,12,2823,28-01-2023 05:44:19.0000,NaN
1674885559,12,2822,28-01-2023 05:59:19.0000,NaN
1674886459,12,2828,28-01-2023 06:14:19.0000,NaN
1674887359,12,2830,28-01-2023 06:29:19.0000,NaN
1674888259,12,2821,28-01-2023 06:44:19.0000,NaN
1674889159,12,2823,28-01-2023 06:59:19.0000,NaN
1674890059,12,2831,28-01-2023 07:14:19.0000,NaN
1674890959,12,2826,28-01-2023 07:29:19.0000,NaN
1674891859,13,2823,28-01-2023 07:44:19.0000,NaN
1674892759,12,2834,28-01-2023 07:59:19.0000,NaN
1674893659,12,2824,28-01-2023 08:14:19.0000,NaN
1674894559,12,2818,28-01-2023 08:29:19.0000,NaN
1674895459,12,2825,28-01-2023 08:44:19.0000,NaN
1674896359,12,2827,28-01-2023 08:59:19.0000,NaN
1674897259,12,2822,28-01-2023 09:14:19.0000,NaN
1674898159,12,2825,28-01-2023 09:29:19.0000,NaN
1674899059,12,2827,28-01-2023 09:44:19.0000,NaN
1674899959,12,2817,28-01-2023 09:59:19.0000,NaN
1674900859,13,2826,28-01-2023 10:14:19.0000,NaN
1674901759,14,2822,28-01-2023 10:29:19.0000,NaN
1674902659,15,2827,28-01-2023 10:44:19.0000,NaN
1674903559,17,2825,28-01-2023 10:59:19.0000,NaN
1674904459,17,2822,28-01-2023 11:14:19.0000,NaN
1674905359,17,2823,28-01-2023 11:29:19.0000,NaN
1674906259,18,2820,28-01-2023 11:44:19.0000,NaN
1674907159,18,2821,28-01-2023 11:59:19.0000,NaN
1674908059,19,2817,28-01-2023 12:14:19.0000,NaN
1674908959,21,2829,28-01-2023 12:29:19.0000,NaN
1674909859,21,2823,28-01-2023 12:44:19.0000,NaN
1674910759,20,2820,28-01-2023 12:59:19.0000,NaN
1674911659,18,2827,28-01-2023 13:14:19.0000,NaN
1674912559,17,2822,28-01-2023 13:29:19.0000,NaN
1674913459,20,2825,28-01-2023 13:44:19.0000,NaN
1674914359,19,2824,28-01-2023 13:59:19.0000,NaN
1674915259,18,2825,28-01-2023 14:14:19.0000,NaN
1674916159,18,2826,28-01-2023 14:29:19.0000,NaN
1674917059,17,2819,28-01-2023 14:44:19.0000,NaN
1674917959,18,2823,28-01-2023 14:59:19.0000,NaN
1674918859,16,2824,28-01-2023 15:14:19.0000,NaN
1674919759,15,2827,28-01-2023 15:29:19.0000,NaN
1674920659,16,2822,28-01-2023 15:44:19.0000,NaN
1674921559,13,2829,28-01-2023 15:59:19.0000,NaN
1674922459,13,2826,28-01-2023 16:14:19.0000,NaN
1674923359,13,2824,28-01-2023 16:29:19.0000,NaN
1674924259,12,2814,28-01-2023 16:44:19.0000,NaN
1674925159,11,2815,28-01-2023 16:59:19.0000,NaN
1674926059,12,2820,28-01-2023 17:14:19.0000,NaN
1674926959,12,2837,28-01-2023 17:29:19.0000,NaN
1674927859,12,2828,28-01-2023 17:44:19.0000,NaN
1674928759,11,2838,28-01-2023 17:59:19.0000,NaN
1674929659,12,2814,28-01-2023 18:14:19.0000,NaN
1674930559,12,2822,28-01-2023 18:29:19.0000,NaN
1674931459,13,2819,28-01-2023 18:44:19.0000,NaN
1674932359,12,2818,28-01-2023 18:59:19.0000,NaN
1674933259,12,2830,28-01-2023 19:14:19.0000,NaN
1674934159,12,2821,28-01-2023 19:29:19.0000,NaN
1674935059,11,2821,28-01-2023 19:44:19.0000,NaN
1674935959,13,2824,28-01-2023 19:59:19.0000,NaN
1674936859,12,2824,28-01-2023 20:14:19.0000,NaN
1674937759,12,2827,28-01-2023 20:29:19.0000,NaN
1674938659,12,2827,28-01-2023 20:44:19.0000,NaN
1674939559,11,2824,28-01-2023 20:59:19.0000,NaN
1674940459,13,2826,28-01-2023 21:14:19.0000,NaN
1674941359,12,2826,28-01-2023 21:29:19.0000,NaN
1674942259,12,2828,28-01-2023 21:44:19.0000,NaN
1674943159,13,2822,28-01-2023 21:59:19.0000,NaN
1674944059,11,2829,28-01-2023 22:14:19.0000,NaN
1674944959,11,2823,28-01-2023 22:29:19.0000,NaN
1674945859,11,2882,28-01-2023 22:44:19.0000,NaN
1674946759,12,2824,28-01-2023 22:59:19.0000,NaN
1674947659,13,2830,28-01-2023 23:14:19.0000,NaN
1674948559,12,2819,28-01-2023 23:29:19.0000,NaN
1674949459,12,2828,28-01-2023 23:44:19.0000,NaN
